Plan: 'Test 2' (Sava2D-Obr-Ost.p02)
Simulation started at: 25Aug2022 12:46:46 PM

Writing Geometry...
Computing 2D Flow Area 'Obuhvat2D' tables: Property tables do not exist.
2D Flow Area 'Obuhvat2D' tables complete 14.16 sec
Completed Writing Geometry

	
Geometric Preprocessor HEC-RAS 6.2 March 2022
 

Finished Processing Geometry

Writing Event Conditions ...
Completed Writing Event Condition Data


Performing Unsteady Flow Simulation  HEC-RAS 6.2 March 2022
 
	
Unsteady Input Summary:
     2D Unsteady SWE-ELM Equation Set (faster)

Maximum adaptive timestep = 20:00.0    Minimum adaptive timestep = 00:02.344
Initial adaptive timestep = 00:37.5

Maximum iteration location		Cell	 WSEL	ERROR	ITERATIONS
04SEP2022 00:03:45       timestep =            37.5          (sec)
04SEP2022 00:04:23  Obuhvat2D	Cell #	     11839	   74.72	   0.004	21

04SEP2022 00:05:00  Obuhvat2D	Cell #	     29471	   73.90	   0.035	20
04SEP2022 00:05:00       timestep =            18.75        (sec)
04SEP2022 00:05:38  Obuhvat2D	Cell #	     29473	   74.23	   0.008	20
04SEP2022 00:05:56  Obuhvat2D	Cell #	     29473	   74.28	   0.014	20
04SEP2022 00:06:15  Obuhvat2D	Cell #	     11839	   75.00	   0.026	20

04SEP2022 00:06:53  Obuhvat2D	Cell #	     29473	   74.28	   0.010	20
04SEP2022 00:07:11  Obuhvat2D	Cell #	     29469	   73.83	   0.008	20
04SEP2022 00:07:30  Obuhvat2D	Cell #	     29473	   74.28	   0.011	20
04SEP2022 00:07:49  Obuhvat2D	Cell #	     29473	   74.32	   0.048	20

04SEP2022 00:08:08  Obuhvat2D	Cell #	     29473	   74.21	   0.110	20
04SEP2022 00:08:45  Obuhvat2D	Cell #	     29473	   74.24	   0.087	21
04SEP2022 00:09:04  Obuhvat2D	Cell #	     29473	   74.29	   0.059	20
04SEP2022 00:09:23  Obuhvat2D	Cell #	     11872	   74.63	   0.028	21

04SEP2022 00:09:41  Obuhvat2D	Cell #	     29473	   74.39	   0.081	20
04SEP2022 00:10:00  Obuhvat2D	Cell #	     29473	   74.23	   0.155	20
04SEP2022 00:10:19  Obuhvat2D	Cell #	     29473	   74.37	   0.018	20
04SEP2022 00:10:38  Obuhvat2D	Cell #	     29473	   74.21	   0.151	20

04SEP2022 00:10:56  Obuhvat2D	Cell #	     29473	   74.42	   0.135	20
04SEP2022 00:11:15  Obuhvat2D	Cell #	     29473	   74.13	   0.288	20
04SEP2022 00:11:53  Obuhvat2D	Cell #	     29473	   74.25	   0.118	20
04SEP2022 00:12:11  Obuhvat2D	Cell #	     29473	   74.36	   0.036	20

04SEP2022 00:12:30  Obuhvat2D	Cell #	     29473	   74.30	   0.014	20
04SEP2022 00:13:08  Obuhvat2D	Cell #	     42490	   76.51	   0.003	20
04SEP2022 00:13:26  Obuhvat2D	Cell #	     11751	   73.78	   0.008	20
04SEP2022 00:13:26       timestep =              9.375      (sec)
04SEP2022 00:15:00       timestep =            18.75        (sec)
04SEP2022 00:15:19  Obuhvat2D	Cell #	     42209	   76.53	   0.004	24
04SEP2022 00:15:19       timestep =              9.375      (sec)
04SEP2022 00:15:28       timestep =              4.688      (sec)
04SEP2022 00:21:15       timestep =              9.375      (sec)
04SEP2022 00:22:30       timestep =            18.75        (sec)
04SEP2022 00:22:49       timestep =              9.375      (sec)
04SEP2022 00:23:45       timestep =            18.75        (sec)
04SEP2022 00:24:04       timestep =              9.375      (sec)
04SEP2022 00:25:00       timestep =            18.75        (sec)
04SEP2022 00:25:19       timestep =              9.375      (sec)
04SEP2022 00:26:15       timestep =            18.75        (sec)

04SEP2022 00:27:30  Obuhvat2D	Cell #	     11791	   73.38	   0.006	20
04SEP2022 00:29:04  Obuhvat2D	Cell #	     42557	   76.51	   0.003	20
04SEP2022 00:29:23  Obuhvat2D	Cell #	     37793	   76.54	   0.006	20
04SEP2022 00:29:22       timestep =              9.375      (sec)
04SEP2022 00:30:37       timestep =            18.75        (sec)
04SEP2022 00:30:56       timestep =              9.375      (sec)
04SEP2022 00:31:52       timestep =            18.75        (sec)
04SEP2022 00:32:30       timestep =              9.375      (sec)
04SEP2022 00:33:26       timestep =            18.75        (sec)
04SEP2022 00:33:45       timestep =              9.375      (sec)
04SEP2022 00:34:41       timestep =            18.75        (sec)
04SEP2022 00:35:00       timestep =              9.375      (sec)
04SEP2022 00:35:56       timestep =            18.75        (sec)
04SEP2022 00:36:15       timestep =              9.375      (sec)
04SEP2022 00:37:11       timestep =            18.75        (sec)
04SEP2022 00:37:30  Obuhvat2D	Cell #	     40281	   76.55	   0.003	21
04SEP2022 00:37:30       timestep =              9.375      (sec)
04SEP2022 00:38:26       timestep =            18.75        (sec)

04SEP2022 00:42:11  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20
04SEP2022 00:42:30  Obuhvat2D	Cell #	     28371	   74.72	   0.003	20
04SEP2022 00:42:49  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 00:43:08  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20

04SEP2022 00:43:26  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 00:43:45  Obuhvat2D	Cell #	     28371	   74.72	   0.005	20
04SEP2022 00:44:04  Obuhvat2D	Cell #	     28371	   74.72	   0.005	20
04SEP2022 00:47:30  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20

04SEP2022 00:47:49  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20
04SEP2022 00:48:08  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 00:48:26  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20
04SEP2022 00:48:45  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20

04SEP2022 00:49:04  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20
04SEP2022 00:49:23  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 00:49:41  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20
04SEP2022 00:50:00  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20

04SEP2022 00:50:19  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20
04SEP2022 00:50:38  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20
04SEP2022 00:50:56  Obuhvat2D	Cell #	     28371	   74.72	   0.004	20
04SEP2022 00:51:15  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20

04SEP2022 00:51:34  Obuhvat2D	Cell #	     28371	   74.72	   0.003	20
04SEP2022 00:51:53  Obuhvat2D	Cell #	     40281	   76.54	   0.006	20
04SEP2022 00:51:52       timestep =              9.375      (sec)
04SEP2022 00:53:07       timestep =            18.75        (sec)
04SEP2022 00:53:26       timestep =              9.375      (sec)
04SEP2022 00:55:00       timestep =            18.75        (sec)
04SEP2022 00:55:19       timestep =              9.375      (sec)
04SEP2022 00:55:47  Obuhvat2D	Cell #	     39524	   76.54	   0.004	20
04SEP2022 00:56:34       timestep =            18.75        (sec)
04SEP2022 00:56:53  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20

04SEP2022 00:58:26  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 00:58:45  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20
04SEP2022 00:59:04  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 00:59:23  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20

04SEP2022 00:59:41  Obuhvat2D	Cell #	     28371	   74.71	   0.005	20
04SEP2022 01:00:00  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 01:00:19  Obuhvat2D	Cell #	     28371	   74.71	   0.006	20
04SEP2022 01:00:38  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20

04SEP2022 01:00:56  Obuhvat2D	Cell #	     28371	   74.71	   0.008	20
04SEP2022 01:00:56       timestep =              9.375      (sec)
04SEP2022 01:02:11       timestep =            18.75        (sec)
04SEP2022 01:02:30       timestep =              9.375      (sec)
04SEP2022 01:04:41       timestep =            18.75        (sec)
04SEP2022 01:05:19  Obuhvat2D	Cell #	     28371	   74.71	   0.004	20
04SEP2022 01:05:38  Obuhvat2D	Cell #	     28371	   74.71	   0.005	20
04SEP2022 01:05:56  Obuhvat2D	Cell #	     28371	   74.71	   0.006	20

04SEP2022 01:06:15  Obuhvat2D	Cell #	     28371	   74.71	   0.006	20
04SEP2022 01:06:34  Obuhvat2D	Cell #	     28371	   74.70	   0.008	20
04SEP2022 01:06:53  Obuhvat2D	Cell #	     28371	   74.71	   0.006	20
04SEP2022 01:07:11  Obuhvat2D	Cell #	     28371	   74.70	   0.009	20

04SEP2022 01:07:30  Obuhvat2D	Cell #	     28371	   74.71	   0.006	20
04SEP2022 01:07:49  Obuhvat2D	Cell #	     28371	   74.70	   0.009	20
04SEP2022 01:08:08  Obuhvat2D	Cell #	     28371	   74.71	   0.006	20
04SEP2022 01:08:26  Obuhvat2D	Cell #	     28371	   74.70	   0.010	20

04SEP2022 01:08:45  Obuhvat2D	Cell #	     42408	   76.51	   0.011	20
04SEP2022 01:08:45       timestep =              9.375      (sec)
04SEP2022 01:09:41       timestep =            18.75        (sec)
04SEP2022 01:10:00       timestep =              9.375      (sec)
04SEP2022 01:10:38  Obuhvat2D	Cell #	     35045	   76.53	   0.003	20
04SEP2022 01:10:47  Obuhvat2D	Cell #	     39911	   76.52	   0.003	20
04SEP2022 01:10:56  Obuhvat2D	Cell #	     36878	   76.53	   0.003	20
04SEP2022 01:13:07       timestep =            18.75        (sec)
04SEP2022 01:13:45       timestep =              9.375      (sec)

04SEP2022 01:15:38  Obuhvat2D	Cell #	     11749	   73.78	   0.008	20
04SEP2022 01:15:47  Obuhvat2D	Cell #	     11749	   73.79	   0.028	20
04SEP2022 01:15:56       timestep =            18.75        (sec)
04SEP2022 01:16:15  Obuhvat2D	Cell #	     11748	   73.41	   0.054	20
04SEP2022 01:16:53  Obuhvat2D	Cell #	     11748	   73.43	   0.063	21

04SEP2022 01:19:04  Obuhvat2D	Cell #	     28371	   74.70	   0.003	20
04SEP2022 01:19:23  Obuhvat2D	Cell #	     28371	   74.71	   0.003	20
04SEP2022 01:19:41  Obuhvat2D	Cell #	     28371	   74.70	   0.003	20
04SEP2022 01:20:00  Obuhvat2D	Cell #	     40281	   76.54	   0.006	20
04SEP2022 01:20:00       timestep =              9.375      (sec)
04SEP2022 01:21:15       timestep =            18.75        (sec)
04SEP2022 01:21:34       timestep =              9.375      (sec)
04SEP2022 01:22:30       timestep =            18.75        (sec)
04SEP2022 01:22:49       timestep =              9.375      (sec)
04SEP2022 01:30:56       timestep =            18.75        (sec)
04SEP2022 01:31:15       timestep =              9.375      (sec)
04SEP2022 01:32:30       timestep =            18.75        (sec)
04SEP2022 01:32:49       timestep =              9.375      (sec)
04SEP2022 01:33:45       timestep =            18.75        (sec)

04SEP2022 01:34:04  Obuhvat2D	Cell #	     36420	   76.52	   0.003	20
04SEP2022 01:34:04       timestep =              9.375      (sec)
04SEP2022 01:35:00       timestep =            18.75        (sec)
04SEP2022 01:35:19       timestep =              9.375      (sec)
04SEP2022 01:36:34       timestep =            18.75        (sec)
04SEP2022 01:36:52       timestep =              9.375      (sec)
04SEP2022 01:37:49       timestep =            18.75        (sec)
04SEP2022 01:38:07       timestep =              9.375      (sec)
04SEP2022 01:39:04       timestep =            18.75        (sec)
04SEP2022 01:39:22       timestep =              9.375      (sec)
04SEP2022 01:40:37       timestep =            18.75        (sec)
04SEP2022 01:40:56       timestep =              9.375      (sec)
04SEP2022 01:41:52       timestep =            18.75        (sec)
04SEP2022 01:42:11       timestep =              9.375      (sec)
04SEP2022 01:43:26       timestep =            18.75        (sec)
04SEP2022 01:47:30       timestep =              9.375      (sec)
04SEP2022 01:48:26       timestep =            18.75        (sec)
04SEP2022 01:48:45       timestep =              9.375      (sec)
04SEP2022 01:49:41       timestep =            18.75        (sec)
04SEP2022 02:08:08  Obuhvat2D	Cell #	     29467	   74.79	   0.004	20
04SEP2022 02:08:07       timestep =              9.375      (sec)
04SEP2022 02:24:32  Obuhvat2D	Cell #	     40281	   76.53	   0.003	20
04SEP2022 02:53:45       timestep =            18.75        (sec)
04SEP2022 02:54:22       timestep =              9.375      (sec)
04SEP2022 02:56:15       timestep =            18.75        (sec)
04SEP2022 02:57:30       timestep =            37.5          (sec)
04SEP2022 02:58:08  Obuhvat2D	Cell #	     35504	   76.52	   0.009	20
04SEP2022 02:58:07       timestep =            18.75        (sec)
04SEP2022 02:58:26       timestep =              9.375      (sec)
04SEP2022 03:00:00       timestep =            18.75        (sec)

04SEP2022 03:00:38  Obuhvat2D	Cell #	     11882	   75.95	   0.005	20
04SEP2022 03:00:37       timestep =              9.375      (sec)
04SEP2022 03:01:34       timestep =            18.75        (sec)
04SEP2022 03:03:07       timestep =            37.5          (sec)
04SEP2022 03:05:37       timestep =            18.75        (sec)
04SEP2022 03:05:56  Obuhvat2D	Cell #	     35500	   72.06	   9.267	21
04SEP2022 03:05:56       timestep =              9.375      (sec)
04SEP2022 03:06:06  Obuhvat2D	Cell #	     18534	   73.70	   0.003	20
04SEP2022 03:06:24  Obuhvat2D	Cell #	     35504	   78.19	   5.655	25
04SEP2022 03:06:24       timestep =              4.688      (sec)

04SEP2022 03:06:29  Obuhvat2D	Cell #	     36420	   72.81	   4.852	20
04SEP2022 03:09:13       timestep =              9.375      (sec)
04SEP2022 03:13:54  Obuhvat2D	Cell #	     37793	   76.48	   0.004	20
04SEP2022 03:15:38  Obuhvat2D	Cell #	     36420	   76.47	   0.003	20
04SEP2022 03:15:47  Obuhvat2D	Cell #	     35045	   76.49	   0.003	20

04SEP2022 03:28:36  Obuhvat2D	Cell #	     35962	   76.51	   0.003	20
04SEP2022 03:49:32  Obuhvat2D	Cell #	     41336	   76.49	   0.003	20
04SEP2022 04:08:26  Obuhvat2D	Cell #	     35504	   76.48	   0.003	20
04SEP2022 04:12:49  Obuhvat2D	Cell #	     35504	   76.48	   0.003	20

04SEP2022 04:16:34  Obuhvat2D	Cell #	     35504	   76.49	   0.003	20
04SEP2022 04:17:11  Obuhvat2D	Cell #	     35504	   76.49	   0.003	20
04SEP2022 05:12:58  Obuhvat2D	Cell #	     35504	   76.49	   0.003	20
04SEP2022 05:13:08  Obuhvat2D	Cell #	     35962	   76.49	   0.003	20

04SEP2022 05:13:45  Obuhvat2D	Cell #	     40281	   76.50	   0.003	20
04SEP2022 05:25:00  Obuhvat2D	Cell #	     41336	   76.48	   0.003	20
04SEP2022 05:45:47  Obuhvat2D	Cell #	     41336	   76.48	   0.003	20
04SEP2022 05:55:28  Obuhvat2D	Cell #	     40281	   76.49	   0.003	20

04SEP2022 06:08:26  Obuhvat2D	Cell #	     42209	   76.47	   0.003	20
04SEP2022 06:11:06  Obuhvat2D	Cell #	     41336	   76.47	   0.003	20
04SEP2022 06:17:11  Obuhvat2D	Cell #	     41336	   76.47	   0.003	20
04SEP2022 06:23:17  Obuhvat2D	Cell #	     41336	   76.47	   0.003	20

04SEP2022 06:25:09  Obuhvat2D	Cell #	     41336	   76.47	   0.003	20
04SEP2022 06:27:02  Obuhvat2D	Cell #	     41336	   76.47	   0.003	20
04SEP2022 06:41:34  Obuhvat2D	Cell #	     40281	   76.48	   0.003	20
04SEP2022 06:57:49  Obuhvat2D	Cell #	     35504	   76.47	   0.003	20

04SEP2022 06:57:58  Obuhvat2D	Cell #	     35962	   76.47	   0.003	20
04SEP2022 07:16:34  Obuhvat2D	Cell #	     40281	   76.48	   0.003	20
04SEP2022 07:20:00  Obuhvat2D	Cell #	     41336	   76.46	   0.003	20
04SEP2022 07:41:53  Obuhvat2D	Cell #	     41336	   76.46	   0.003	20

04SEP2022 08:27:30  Obuhvat2D	Cell #	     41336	   76.45	   0.003	20
04SEP2022 08:30:38  Obuhvat2D	Cell #	     41336	   76.45	   0.003	20
04SEP2022 08:33:45  Obuhvat2D	Cell #	     41336	   76.45	   0.003	20
04SEP2022 08:35:28  Obuhvat2D	Cell #	     42209	   76.44	   0.003	20

04SEP2022 08:41:43  Obuhvat2D	Cell #	     41336	   76.45	   0.003	20
04SEP2022 08:43:36  Obuhvat2D	Cell #	     41921	   76.44	   0.003	20
04SEP2022 08:44:32  Obuhvat2D	Cell #	     41336	   76.45	   0.003	20
04SEP2022 08:47:30  Obuhvat2D	Cell #	     42209	   76.44	   0.003	20

04SEP2022 09:07:49  Obuhvat2D	Cell #	     40281	   76.46	   0.003	20
04SEP2022 09:16:24  Obuhvat2D	Cell #	     42209	   76.44	   0.003	20
04SEP2022 09:29:23  Obuhvat2D	Cell #	     40281	   76.45	   0.003	20
04SEP2022 09:40:19  Obuhvat2D	Cell #	     41336	   76.44	   0.003	20

04SEP2022 09:43:17  Obuhvat2D	Cell #	     42209	   76.43	   0.003	20
04SEP2022 10:17:02  Obuhvat2D	Cell #	     40281	   76.45	   0.003	20
04SEP2022 10:21:06  Obuhvat2D	Cell #	     41336	   76.43	   0.003	20
04SEP2022 11:02:02  Obuhvat2D	Cell #	     41336	   76.42	   0.003	20

04SEP2022 11:04:51  Obuhvat2D	Cell #	     41336	   76.42	   0.003	20
04SEP2022 11:19:51  Obuhvat2D	Cell #	     41336	   76.42	   0.003	20
04SEP2022 11:21:34  Obuhvat2D	Cell #	     42209	   76.42	   0.003	20
04SEP2022 11:23:45  Obuhvat2D	Cell #	     38250	   76.42	   0.003	20

04SEP2022 11:43:45  Obuhvat2D	Cell #	     41336	   76.42	   0.003	20
04SEP2022 11:50:09  Obuhvat2D	Cell #	     41336	   76.42	   0.003	20
04SEP2022 11:55:38  Obuhvat2D	Cell #	     41336	   76.41	   0.003	20
04SEP2022 12:03:45  Obuhvat2D	Cell #	     41336	   76.41	   0.003	20

04SEP2022 12:09:04  Obuhvat2D	Cell #	     38250	   76.42	   0.003	20
04SEP2022 12:22:02  Obuhvat2D	Cell #	     41336	   76.41	   0.003	20
04SEP2022 12:54:04  Obuhvat2D	Cell #	     41336	   76.40	   0.003	20
04SEP2022 12:55:38  Obuhvat2D	Cell #	     41336	   76.40	   0.003	20

04SEP2022 13:00:28  Obuhvat2D	Cell #	     41336	   76.40	   0.003	20
04SEP2022 13:02:02  Obuhvat2D	Cell #	     41336	   76.40	   0.003	20
04SEP2022 13:06:53  Obuhvat2D	Cell #	     41336	   76.40	   0.003	20
06SEP2022 16:25:19       timestep =            18.75        (sec)
06SEP2022 18:41:15  Obuhvat2D	Cell #	     22733	   73.59	   0.003	20

06SEP2022 18:41:34  Obuhvat2D	Cell #	     22733	   73.59	   0.005	20
06SEP2022 18:41:53  Obuhvat2D	Cell #	     22733	   73.58	   0.009	20
06SEP2022 18:42:11  Obuhvat2D	Cell #	     22733	   73.59	   0.010	20
06SEP2022 18:42:30  Obuhvat2D	Cell #	     22733	   73.58	   0.012	20
06SEP2022 18:42:30       timestep =            37.5          (sec)

06SEP2022 18:43:08  Obuhvat2D	Cell #	     22733	   73.60	   0.025	20
06SEP2022 18:44:23  Obuhvat2D	Cell #	     22733	   73.61	   0.025	20
06SEP2022 18:45:00       timestep =       01:15            (min:sec)
06SEP2022 18:46:15  Obuhvat2D	Cell #	     22733	   73.61	   0.033	20
06SEP2022 18:48:45  Obuhvat2D	Cell #	     22733	   73.58	   0.008	21
06SEP2022 18:48:45       timestep =            37.5          (sec)

06SEP2022 18:49:23  Obuhvat2D	Cell #	       940	   73.78	   0.003	21
06SEP2022 18:49:22       timestep =            18.75        (sec)
06SEP2022 18:50:00  Obuhvat2D	Cell #	     22733	   73.58	   0.019	20
06SEP2022 18:50:19  Obuhvat2D	Cell #	     22733	   73.59	   0.010	20
06SEP2022 18:50:38  Obuhvat2D	Cell #	     22733	   73.57	   0.020	20

06SEP2022 18:50:56  Obuhvat2D	Cell #	     22733	   73.59	   0.010	20
06SEP2022 18:51:15  Obuhvat2D	Cell #	     22733	   73.57	   0.023	20
06SEP2022 18:51:15       timestep =            37.5          (sec)
06SEP2022 18:51:53  Obuhvat2D	Cell #	     22733	   73.61	   0.039	20
06SEP2022 18:53:08  Obuhvat2D	Cell #	     22733	   73.61	   0.038	20
06SEP2022 18:53:45       timestep =       01:15            (min:sec)

06SEP2022 18:55:00  Obuhvat2D	Cell #	     22733	   73.62	   0.046	20
06SEP2022 18:56:15  Obuhvat2D	Cell #	       911	   73.72	   0.003	20
06SEP2022 18:57:30  Obuhvat2D	Cell #	     22733	   73.57	   0.012	20
06SEP2022 18:57:30       timestep =            37.5          (sec)
06SEP2022 18:58:08  Obuhvat2D	Cell #	     22733	   73.58	   0.022	21
06SEP2022 18:58:07       timestep =            18.75        (sec)

06SEP2022 18:58:45  Obuhvat2D	Cell #	     22733	   73.57	   0.018	20
06SEP2022 18:59:04  Obuhvat2D	Cell #	     22733	   73.59	   0.004	20
06SEP2022 18:59:23  Obuhvat2D	Cell #	     22733	   73.57	   0.018	20
06SEP2022 18:59:41  Obuhvat2D	Cell #	     22733	   73.59	   0.004	20

06SEP2022 19:00:00  Obuhvat2D	Cell #	     22733	   73.57	   0.018	20
06SEP2022 19:00:19  Obuhvat2D	Cell #	     22733	   73.59	   0.004	20
06SEP2022 19:00:38  Obuhvat2D	Cell #	     22733	   73.57	   0.018	20
06SEP2022 19:00:37       timestep =            37.5          (sec)
06SEP2022 19:01:15  Obuhvat2D	Cell #	     22733	   73.61	   0.039	20

06SEP2022 19:01:53  Obuhvat2D	Cell #	     22733	   73.58	   0.010	20
06SEP2022 19:02:30  Obuhvat2D	Cell #	     22733	   73.61	   0.028	21
06SEP2022 19:03:45  Obuhvat2D	Cell #	     22733	   73.60	   0.016	20
06SEP2022 19:03:45       timestep =       01:15            (min:sec)
06SEP2022 19:05:00  Obuhvat2D	Cell #	     22733	   73.58	   0.003	20

06SEP2022 19:06:15  Obuhvat2D	Cell #	     22733	   73.60	   0.018	20
06SEP2022 19:07:30  Obuhvat2D	Cell #	     22733	   73.58	   0.005	20
06SEP2022 19:08:45  Obuhvat2D	Cell #	     22733	   73.59	   0.013	20
06SEP2022 19:10:00  Obuhvat2D	Cell #	     18526	   73.78	   0.009	20
06SEP2022 19:10:00       timestep =            37.5          (sec)

06SEP2022 19:10:38  Obuhvat2D	Cell #	     22733	   73.59	   0.006	20
06SEP2022 19:10:37       timestep =            18.75        (sec)
06SEP2022 19:10:56  Obuhvat2D	Cell #	     18526	   73.77	   0.008	20
06SEP2022 19:11:15  Obuhvat2D	Cell #	     22733	   73.58	   0.012	20
06SEP2022 19:11:34  Obuhvat2D	Cell #	     22733	   73.59	   0.014	20

06SEP2022 19:11:53  Obuhvat2D	Cell #	     22733	   73.56	   0.030	20
06SEP2022 19:12:30  Obuhvat2D	Cell #	     22733	   73.57	   0.010	21
06SEP2022 19:13:26  Obuhvat2D	Cell #	     22733	   73.59	   0.004	20
06SEP2022 19:13:45  Obuhvat2D	Cell #	     22733	   73.57	   0.013	20

06SEP2022 19:14:04  Obuhvat2D	Cell #	     22733	   73.59	   0.006	20
06SEP2022 19:14:23  Obuhvat2D	Cell #	     22733	   73.57	   0.023	20
06SEP2022 19:14:22       timestep =            37.5          (sec)
